zillow_region_id,region_name,state_name,date,rent
394299,"Abilene, TX",TX,2016-11-01,853.38
394299,"Abilene, TX",TX,2016-12-01,848.95
394299,"Abilene, TX",TX,2017-01-01,848.52
394299,"Abilene, TX",TX,2017-02-01,855.53
394299,"Abilene, TX",TX,2017-03-01,869.98
394299,"Abilene, TX",TX,2017-04-01,879.42
394299,"Abilene, TX",TX,2017-05-01,887.83
394299,"Abilene, TX",TX,2017-06-01,891.46
394299,"Abilene, TX",TX,2017-07-01,890.81
394299,"Abilene, TX",TX,2017-08-01,888.44
394299,"Abilene, TX",TX,2017-09-01,882.7
394299,"Abilene, TX",TX,2017-10-01,886.64
394299,"Abilene, TX",TX,2017-11-01,885.8
394299,"Abilene, TX",TX,2017-12-01,892.9
394299,"Abilene, TX",TX,2018-01-01,895.92
394299,"Abilene, TX",TX,2018-02-01,903.33
394299,"Abilene, TX",TX,2018-03-01,903.5
394299,"Abilene, TX",TX,2018-04-01,905.8
394299,"Abilene, TX",TX,2018-05-01,910.74
394299,"Abilene, TX",TX,2018-06-01,921.13
394299,"Abilene, TX",TX,2018-07-01,924.96
394299,"Abilene, TX",TX,2018-08-01,927.56
394299,"Abilene, TX",TX,2018-09-01,921.55
394299,"Abilene, TX",TX,2018-10-01,920.32
394299,"Abilene, TX",TX,2018-11-01,920.03
394299,"Abilene, TX",TX,2018-12-01,926.45
394299,"Abilene, TX",TX,2019-01-01,928.19
394299,"Abilene, TX",TX,2019-02-01,930.57
394299,"Abilene, TX",TX,2019-03-01,937.76
394299,"Abilene, TX",TX,2019-04-01,948.15
394299,"Abilene, TX",TX,2019-05-01,959.42
394299,"Abilene, TX",TX,2019-06-01,964.97
394299,"Abilene, TX",TX,2019-07-01,966.14
394299,"Abilene, TX",TX,2019-08-01,965.11
394299,"Abilene, TX",TX,2019-09-01,960.01
394299,"Abilene, TX",TX,2019-10-01,967.38
394299,"Abilene, TX",TX,2019-11-01,966.0
394299,"Abilene, TX",TX,2019-12-01,974.27
394299,"Abilene, TX",TX,2020-01-01,969.16
394299,"Abilene, TX",TX,2020-02-01,979.96
394299,"Abilene, TX",TX,2020-03-01,985.84
394299,"Abilene, TX",TX,2020-04-01,993.97
394299,"Abilene, TX",TX,2020-05-01,995.78
394299,"Abilene, TX",TX,2020-06-01,1003.34
394299,"Abilene, TX",TX,2020-07-01,1011.28
394299,"Abilene, TX",TX,2020-08-01,1017.61
394299,"Abilene, TX",TX,2020-09-01,1019.52
394299,"Abilene, TX",TX,2020-10-01,1026.6
394299,"Abilene, TX",TX,2020-11-01,1030.99
394299,"Abilene, TX",TX,2020-12-01,1038.04
394299,"Abilene, TX",TX,2021-01-01,1046.09
394299,"Abilene, TX",TX,2021-02-01,1048.31
394299,"Abilene, TX",TX,2021-03-01,1060.15
394299,"Abilene, TX",TX,2021-04-01,1062.85
394299,"Abilene, TX",TX,2021-05-01,1076.78
394299,"Abilene, TX",TX,2021-06-01,1078.9
394299,"Abilene, TX",TX,2021-07-01,1092.59
394299,"Abilene, TX",TX,2021-08-01,1110.18
394299,"Abilene, TX",TX,2021-09-01,1124.94
394299,"Abilene, TX",TX,2021-10-01,1141.29
394299,"Abilene, TX",TX,2021-11-01,1141.87
394299,"Abilene, TX",TX,2021-12-01,1131.78
394299,"Abilene, TX",TX,2022-01-01,1124.29
394299,"Abilene, TX",TX,2022-02-01,1130.07
394299,"Abilene, TX",TX,2022-03-01,1153.51
394299,"Abilene, TX",TX,2022-04-01,1170.43
394299,"Abilene, TX",TX,2022-05-01,1184.74
394299,"Abilene, TX",TX,2022-06-01,1193.26
394299,"Abilene, TX",TX,2022-07-01,1196.28
394299,"Abilene, TX",TX,2022-08-01,1210.15
394299,"Abilene, TX",TX,2022-09-01,1221.48
394299,"Abilene, TX",TX,2022-10-01,1223.21
394299,"Abilene, TX",TX,2022-11-01,1225.83
394299,"Abilene, TX",TX,2022-12-01,1217.79
394299,"Abilene, TX",TX,2023-01-01,1222.14
394299,"Abilene, TX",TX,2023-02-01,1223.18
394299,"Abilene, TX",TX,2023-03-01,1238.77
394299,"Abilene, TX",TX,2023-04-01,1253.68
394299,"Abilene, TX",TX,2023-05-01,1257.99
394299,"Abilene, TX",TX,2023-06-01,1265.0
394299,"Abilene, TX",TX,2023-07-01,1265.31
394299,"Abilene, TX",TX,2023-08-01,1266.1
394299,"Abilene, TX",TX,2023-09-01,1265.6
394299,"Abilene, TX",TX,2023-10-01,1265.08
394299,"Abilene, TX",TX,2023-11-01,1259.77
394299,"Abilene, TX",TX,2023-12-01,1257.16
394299,"Abilene, TX",TX,2024-01-01,1259.56
394299,"Abilene, TX",TX,2024-02-01,1264.66
394299,"Abilene, TX",TX,2024-03-01,1268.22
394299,"Abilene, TX",TX,2024-04-01,1284.41
394299,"Abilene, TX",TX,2024-05-01,1290.43
394299,"Abilene, TX",TX,2024-06-01,1299.2
394299,"Abilene, TX",TX,2024-07-01,1301.72
394299,"Abilene, TX",TX,2024-08-01,1317.56
394299,"Abilene, TX",TX,2024-09-01,1321.24
394299,"Abilene, TX",TX,2024-10-01,1320.4
394299,"Abilene, TX",TX,2024-11-01,1314.55
394299,"Abilene, TX",TX,2024-12-01,1314.12
394299,"Abilene, TX",TX,2025-01-01,1317.3
394299,"Abilene, TX",TX,2025-02-01,1330.5
394299,"Abilene, TX",TX,2025-03-01,1347.36
394299,"Abilene, TX",TX,2025-04-01,1367.74
394299,"Abilene, TX",TX,2025-05-01,1395.96
394299,"Abilene, TX",TX,2025-06-01,1428.36
394299,"Abilene, TX",TX,2025-07-01,1459.93
394299,"Abilene, TX",TX,2025-08-01,1483.9
394299,"Abilene, TX",TX,2025-09-01,1512.71
394299,"Abilene, TX",TX,2025-10-01,1554.21
394299,"Abilene, TX",TX,2025-11-01,1618.81
394299,"Abilene, TX",TX,2025-12-01,1683.32
394299,"Abilene, TX",TX,2026-01-01,1726.19
394299,"Abilene, TX",TX,2026-02-01,1786.33
394299,"Abilene, TX",TX,2026-03-01,1838.13
394299,"Abilene, TX",TX,2026-04-01,1925.0
394299,"Abilene, TX",TX,2026-05-01,1965.42
394299,"Abilene, TX",TX,2026-06-01,2009.06
394299,"Abilene, TX",TX,2026-07-01,2003.44
394300,"Ada, OK",OK,2022-08-01,901.61
394300,"Ada, OK",OK,2022-09-01,884.61
394300,"Ada, OK",OK,2022-10-01,893.57
394300,"Ada, OK",OK,2022-12-01,902.47
394300,"Ada, OK",OK,2023-01-01,908.87
394300,"Ada, OK",OK,2023-02-01,936.76
394300,"Ada, OK",OK,2023-03-01,930.99
394300,"Ada, OK",OK,2023-04-01,933.13
394300,"Ada, OK",OK,2023-05-01,937.37
394300,"Ada, OK",OK,2023-06-01,952.04
394300,"Ada, OK",OK,2023-07-01,964.81
394300,"Ada, OK",OK,2023-08-01,967.83
394300,"Ada, OK",OK,2023-09-01,959.9
394300,"Ada, OK",OK,2023-10-01,950.25
394300,"Ada, OK",OK,2023-11-01,947.74
394300,"Ada, OK",OK,2023-12-01,950.8
394300,"Ada, OK",OK,2024-01-01,950.94
394300,"Ada, OK",OK,2024-03-01,988.3
394300,"Ada, OK",OK,2024-04-01,1005.88
394300,"Ada, OK",OK,2024-05-01,1001.25
394300,"Ada, OK",OK,2024-06-01,1005.44
394300,"Ada, OK",OK,2024-07-01,1007.76
394300,"Ada, OK",OK,2024-08-01,1023.6
394300,"Ada, OK",OK,2024-09-01,1018.64
394300,"Ada, OK",OK,2024-10-01,1016.48
394300,"Ada, OK",OK,2024-11-01,1007.48
394300,"Ada, OK",OK,2024-12-01,1000.22
394300,"Ada, OK",OK,2025-01-01,1008.18
394300,"Ada, OK",OK,2025-02-01,1010.8
394300,"Ada, OK",OK,2025-03-01,1025.31
394300,"Ada, OK",OK,2025-04-01,1030.87
394300,"Ada, OK",OK,2025-05-01,1022.91
394300,"Ada, OK",OK,2025-06-01,1023.54
394300,"Ada, OK",OK,2025-07-01,1029.84
394300,"Ada, OK",OK,2025-08-01,1048.9
394300,"Ada, OK",OK,2025-09-01,1064.59
394300,"Ada, OK",OK,2025-10-01,1057.51
394300,"Ada, OK",OK,2025-11-01,1049.15
394300,"Ada, OK",OK,2025-12-01,1036.34
394300,"Ada, OK",OK,2026-01-01,1045.16
394300,"Ada, OK",OK,2026-02-01,1055.31
394300,"Ada, OK",OK,2026-03-01,1069.67
394300,"Ada, OK",OK,2026-04-01,1073.63
394300,"Ada, OK",OK,2026-05-01,1078.46
394300,"Ada, OK",OK,2026-06-01,1083.12
394300,"Ada, OK",OK,2026-07-01,1079.79
394302,"Adrian, MI",MI,2025-12-01,1056.38
394302,"Adrian, MI",MI,2026-01-01,1071.14
394302,"Adrian, MI",MI,2026-02-01,1055.84
394302,"Adrian, MI",MI,2026-03-01,1088.03
394302,"Adrian, MI",MI,2026-04-01,1071.68
394302,"Adrian, MI",MI,2026-05-01,1082.41
394302,"Adrian, MI",MI,2026-06-01,1074.73
394302,"Adrian, MI",MI,2026-07-01,1065.14
394304,"Akron, OH",OH,2015-01-01,710.56
394304,"Akron, OH",OH,2015-02-01,718.05
394304,"Akron, OH",OH,2015-03-01,715.81
394304,"Akron, OH",OH,2015-04-01,718.32
394304,"Akron, OH",OH,2015-05-01,720.76
394304,"Akron, OH",OH,2015-06-01,727.43
394304,"Akron, OH",OH,2015-07-01,734.42
394304,"Akron, OH",OH,2015-08-01,733.6
394304,"Akron, OH",OH,2015-09-01,727.29
394304,"Akron, OH",OH,2015-10-01,726.31
394304,"Akron, OH",OH,2015-11-01,724.98
394304,"Akron, OH",OH,2015-12-01,733.73
394304,"Akron, OH",OH,2016-01-01,736.46
394304,"Akron, OH",OH,2016-02-01,737.73
394304,"Akron, OH",OH,2016-03-01,731.99
394304,"Akron, OH",OH,2016-04-01,731.48
394304,"Akron, OH",OH,2016-05-01,735.23
394304,"Akron, OH",OH,2016-06-01,745.44
394304,"Akron, OH",OH,2016-07-01,749.71
394304,"Akron, OH",OH,2016-08-01,749.19
394304,"Akron, OH",OH,2016-09-01,745.64
394304,"Akron, OH",OH,2016-10-01,745.35
394304,"Akron, OH",OH,2016-11-01,745.3
394304,"Akron, OH",OH,2016-12-01,744.06
394304,"Akron, OH",OH,2017-01-01,743.71
394304,"Akron, OH",OH,2017-02-01,750.29
394304,"Akron, OH",OH,2017-03-01,758.69
394304,"Akron, OH",OH,2017-04-01,764.97
394304,"Akron, OH",OH,2017-05-01,767.25
394304,"Akron, OH",OH,2017-06-01,770.19
394304,"Akron, OH",OH,2017-07-01,773.65
394304,"Akron, OH",OH,2017-08-01,772.94
394304,"Akron, OH",OH,2017-09-01,767.75
394304,"Akron, OH",OH,2017-10-01,764.8
394304,"Akron, OH",OH,2017-11-01,762.46
394304,"Akron, OH",OH,2017-12-01,766.01
394304,"Akron, OH",OH,2018-01-01,769.44
394304,"Akron, OH",OH,2018-02-01,772.84
394304,"Akron, OH",OH,2018-03-01,777.71
394304,"Akron, OH",OH,2018-04-01,781.21
394304,"Akron, OH",OH,2018-05-01,782.99
394304,"Akron, OH",OH,2018-06-01,783.75
394304,"Akron, OH",OH,2018-07-01,783.7
394304,"Akron, OH",OH,2018-08-01,784.52
394304,"Akron, OH",OH,2018-09-01,783.28
394304,"Akron, OH",OH,2018-10-01,783.19
394304,"Akron, OH",OH,2018-11-01,785.11
394304,"Akron, OH",OH,2018-12-01,787.3
394304,"Akron, OH",OH,2019-01-01,789.12
394304,"Akron, OH",OH,2019-02-01,793.42
394304,"Akron, OH",OH,2019-03-01,804.26
394304,"Akron, OH",OH,2019-04-01,808.67
394304,"Akron, OH",OH,2019-05-01,813.75
394304,"Akron, OH",OH,2019-06-01,813.41
394304,"Akron, OH",OH,2019-07-01,817.44
394304,"Akron, OH",OH,2019-08-01,822.4
394304,"Akron, OH",OH,2019-09-01,821.5
394304,"Akron, OH",OH,2019-10-01,821.16
394304,"Akron, OH",OH,2019-11-01,816.43
394304,"Akron, OH",OH,2019-12-01,816.67
394304,"Akron, OH",OH,2020-01-01,820.33
394304,"Akron, OH",OH,2020-02-01,820.97
394304,"Akron, OH",OH,2020-03-01,830.76
394304,"Akron, OH",OH,2020-04-01,838.99
394304,"Akron, OH",OH,2020-05-01,852.24
394304,"Akron, OH",OH,2020-06-01,857.0
394304,"Akron, OH",OH,2020-07-01,861.07
394304,"Akron, OH",OH,2020-08-01,862.99
394304,"Akron, OH",OH,2020-09-01,863.36
394304,"Akron, OH",OH,2020-10-01,866.76
394304,"Akron, OH",OH,2020-11-01,869.05
394304,"Akron, OH",OH,2020-12-01,876.86
394304,"Akron, OH",OH,2021-01-01,885.16
394304,"Akron, OH",OH,2021-02-01,893.64
394304,"Akron, OH",OH,2021-03-01,897.9
394304,"Akron, OH",OH,2021-04-01,907.87
394304,"Akron, OH",OH,2021-05-01,924.99
394304,"Akron, OH",OH,2021-06-01,941.36
394304,"Akron, OH",OH,2021-07-01,950.49
394304,"Akron, OH",OH,2021-08-01,960.72
394304,"Akron, OH",OH,2021-09-01,963.42
394304,"Akron, OH",OH,2021-10-01,965.73
394304,"Akron, OH",OH,2021-11-01,969.17
394304,"Akron, OH",OH,2021-12-01,973.93
394304,"Akron, OH",OH,2022-01-01,980.19
394304,"Akron, OH",OH,2022-02-01,988.91
394304,"Akron, OH",OH,2022-03-01,1000.93
394304,"Akron, OH",OH,2022-04-01,1020.86
394304,"Akron, OH",OH,2022-05-01,1027.98
394304,"Akron, OH",OH,2022-06-01,1047.49
394304,"Akron, OH",OH,2022-07-01,1052.03
394304,"Akron, OH",OH,2022-08-01,1062.5
394304,"Akron, OH",OH,2022-09-01,1062.51
394304,"Akron, OH",OH,2022-10-01,1066.67
394304,"Akron, OH",OH,2022-11-01,1069.72
394304,"Akron, OH",OH,2022-12-01,1076.08
394304,"Akron, OH",OH,2023-01-01,1077.29
394304,"Akron, OH",OH,2023-02-01,1075.79
394304,"Akron, OH",OH,2023-03-01,1077.14
394304,"Akron, OH",OH,2023-04-01,1092.08
394304,"Akron, OH",OH,2023-05-01,1106.79
394304,"Akron, OH",OH,2023-06-01,1119.77
394304,"Akron, OH",OH,2023-07-01,1124.18
394304,"Akron, OH",OH,2023-08-01,1128.35
394304,"Akron, OH",OH,2023-09-01,1129.12
394304,"Akron, OH",OH,2023-10-01,1128.25
394304,"Akron, OH",OH,2023-11-01,1129.95
394304,"Akron, OH",OH,2023-12-01,1133.69
394304,"Akron, OH",OH,2024-01-01,1144.61
394304,"Akron, OH",OH,2024-02-01,1151.65
394304,"Akron, OH",OH,2024-03-01,1151.91
394304,"Akron, OH",OH,2024-04-01,1150.3
394304,"Akron, OH",OH,2024-05-01,1156.42
394304,"Akron, OH",OH,2024-06-01,1172.59
394304,"Akron, OH",OH,2024-07-01,1183.98
394304,"Akron, OH",OH,2024-08-01,1193.21
394304,"Akron, OH",OH,2024-09-01,1194.62
394304,"Akron, OH",OH,2024-10-01,1196.77
394304,"Akron, OH",OH,2024-11-01,1194.35
394304,"Akron, OH",OH,2024-12-01,1191.77
394304,"Akron, OH",OH,2025-01-01,1197.27
394304,"Akron, OH",OH,2025-02-01,1204.99
394304,"Akron, OH",OH,2025-03-01,1208.56
394304,"Akron, OH",OH,2025-04-01,1207.69
394304,"Akron, OH",OH,2025-05-01,1208.69
394304,"Akron, OH",OH,2025-06-01,1216.82
394304,"Akron, OH",OH,2025-07-01,1226.07
394304,"Akron, OH",OH,2025-08-01,1236.82
394304,"Akron, OH",OH,2025-09-01,1249.99
394304,"Akron, OH",OH,2025-10-01,1246.42
394304,"Akron, OH",OH,2025-11-01,1235.41
394304,"Akron, OH",OH,2025-12-01,1234.73
394304,"Akron, OH",OH,2026-01-01,1242.8
394304,"Akron, OH",OH,2026-02-01,1257.03
394304,"Akron, OH",OH,2026-03-01,1261.56
394304,"Akron, OH",OH,2026-04-01,1267.86
394304,"Akron, OH",OH,2026-05-01,1273.44
394304,"Akron, OH",OH,2026-06-01,1282.95
394304,"Akron, OH",OH,2026-07-01,1293.0
394305,"Alamogordo, NM",NM,2022-05-01,1315.35
394305,"Alamogordo, NM",NM,2022-06-01,1313.57
394305,"Alamogordo, NM",NM,2022-07-01,1302.57
394305,"Alamogordo, NM",NM,2022-08-01,1291.54
394305,"Alamogordo, NM",NM,2022-09-01,1313.49
394305,"Alamogordo, NM",NM,2022-10-01,1316.25
394305,"Alamogordo, NM",NM,2022-11-01,1326.44
394305,"Alamogordo, NM",NM,2022-12-01,1344.24
394305,"Alamogordo, NM",NM,2023-01-01,1337.47
394305,"Alamogordo, NM",NM,2023-02-01,1354.52
394305,"Alamogordo, NM",NM,2023-03-01,1328.19
394305,"Alamogordo, NM",NM,2023-04-01,1328.41
394305,"Alamogordo, NM",NM,2023-05-01,1312.66
394305,"Alamogordo, NM",NM,2023-06-01,1333.7
394305,"Alamogordo, NM",NM,2023-07-01,1342.9
394305,"Alamogordo, NM",NM,2023-08-01,1356.17
394305,"Alamogordo, NM",NM,2023-09-01,1346.96
394305,"Alamogordo, NM",NM,2023-10-01,1368.29
394305,"Alamogordo, NM",NM,2023-11-01,1368.21
394305,"Alamogordo, NM",NM,2023-12-01,1383.5
394305,"Alamogordo, NM",NM,2024-01-01,1355.3
394305,"Alamogordo, NM",NM,2024-02-01,1343.31
394305,"Alamogordo, NM",NM,2024-03-01,1341.86
394305,"Alamogordo, NM",NM,2024-04-01,1369.3
394305,"Alamogordo, NM",NM,2024-05-01,1404.58
394305,"Alamogordo, NM",NM,2024-06-01,1412.96
394305,"Alamogordo, NM",NM,2024-07-01,1423.63
394305,"Alamogordo, NM",NM,2024-08-01,1430.36
394305,"Alamogordo, NM",NM,2024-09-01,1432.3
394305,"Alamogordo, NM",NM,2024-10-01,1426.07
394305,"Alamogordo, NM",NM,2024-11-01,1427.64
394305,"Alamogordo, NM",NM,2024-12-01,1432.68
394305,"Alamogordo, NM",NM,2025-01-01,1464.46
394305,"Alamogordo, NM",NM,2025-02-01,1469.0
394305,"Alamogordo, NM",NM,2025-03-01,1505.41
394305,"Alamogordo, NM",NM,2025-04-01,1523.54
394305,"Alamogordo, NM",NM,2025-05-01,1534.63
394305,"Alamogordo, NM",NM,2025-06-01,1520.81
394305,"Alamogordo, NM",NM,2025-07-01,1492.03
394305,"Alamogordo, NM",NM,2025-08-01,1503.78
394305,"Alamogordo, NM",NM,2025-09-01,1502.93
394305,"Alamogordo, NM",NM,2025-10-01,1517.36
394305,"Alamogordo, NM",NM,2025-11-01,1508.08
394305,"Alamogordo, NM",NM,2025-12-01,1511.75
394305,"Alamogordo, NM",NM,2026-01-01,1508.57
394305,"Alamogordo, NM",NM,2026-02-01,1513.88
394305,"Alamogordo, NM",NM,2026-03-01,1525.14
394305,"Alamogordo, NM",NM,2026-04-01,1538.35
394305,"Alamogordo, NM",NM,2026-05-01,1536.37
394305,"Alamogordo, NM",NM,2026-06-01,1542.02
394305,"Alamogordo, NM",NM,2026-07-01,1544.11
394306,"Albany, GA",GA,2017-01-01,672.2
394306,"Albany, GA",GA,2017-02-01,669.91
394306,"Albany, GA",GA,2017-03-01,667.03
394306,"Albany, GA",GA,2017-04-01,671.39
394306,"Albany, GA",GA,2017-05-01,672.09
394306,"Albany, GA",GA,2017-06-01,674.44
394306,"Albany, GA",GA,2017-07-01,672.71
394306,"Albany, GA",GA,2017-08-01,672.69
394306,"Albany, GA",GA,2017-09-01,668.23
394306,"Albany, GA",GA,2017-10-01,664.64
394306,"Albany, GA",GA,2017-11-01,665.73
394306,"Albany, GA",GA,2017-12-01,676.23
394306,"Albany, GA",GA,2018-01-01,682.89
394306,"Albany, GA",GA,2018-02-01,685.53
394306,"Albany, GA",GA,2018-03-01,681.84
394306,"Albany, GA",GA,2018-04-01,679.86
394306,"Albany, GA",GA,2018-05-01,680.03
394306,"Albany, GA",GA,2018-06-01,682.27
394306,"Albany, GA",GA,2018-07-01,687.96
394306,"Albany, GA",GA,2018-08-01,689.54
394306,"Albany, GA",GA,2018-09-01,695.58
394306,"Albany, GA",GA,2018-10-01,701.53
394306,"Albany, GA",GA,2018-11-01,704.94
394306,"Albany, GA",GA,2018-12-01,702.76
394306,"Albany, GA",GA,2019-01-01,706.02
394306,"Albany, GA",GA,2019-02-01,712.59
394306,"Albany, GA",GA,2019-03-01,717.28
394306,"Albany, GA",GA,2019-04-01,716.18
394306,"Albany, GA",GA,2019-05-01,717.64
394306,"Albany, GA",GA,2019-06-01,717.51
394306,"Albany, GA",GA,2019-07-01,721.84
394306,"Albany, GA",GA,2019-08-01,721.37
394306,"Albany, GA",GA,2019-09-01,730.58
394306,"Albany, GA",GA,2019-10-01,733.75
394306,"Albany, GA",GA,2019-11-01,743.23
394306,"Albany, GA",GA,2019-12-01,745.58
394306,"Albany, GA",GA,2020-01-01,748.94
394306,"Albany, GA",GA,2020-02-01,750.43
394306,"Albany, GA",GA,2020-03-01,755.39
394306,"Albany, GA",GA,2020-04-01,761.16
394306,"Albany, GA",GA,2020-05-01,770.14
394306,"Albany, GA",GA,2020-06-01,774.88
394306,"Albany, GA",GA,2020-07-01,779.75
394306,"Albany, GA",GA,2020-08-01,791.34
394306,"Albany, GA",GA,2020-09-01,803.68
394306,"Albany, GA",GA,2020-10-01,813.02
394306,"Albany, GA",GA,2020-11-01,803.0
394306,"Albany, GA",GA,2020-12-01,795.99
394306,"Albany, GA",GA,2021-01-01,799.28
394306,"Albany, GA",GA,2021-02-01,811.23
394306,"Albany, GA",GA,2021-03-01,829.68
394306,"Albany, GA",GA,2021-04-01,842.55
394306,"Albany, GA",GA,2021-05-01,861.65
394306,"Albany, GA",GA,2021-06-01,873.94
394306,"Albany, GA",GA,2021-07-01,885.36
394306,"Albany, GA",GA,2021-08-01,899.28
394306,"Albany, GA",GA,2021-09-01,889.75
394306,"Albany, GA",GA,2021-10-01,906.54
394306,"Albany, GA",GA,2021-11-01,907.75
394306,"Albany, GA",GA,2021-12-01,935.72
394306,"Albany, GA",GA,2022-01-01,932.36
394306,"Albany, GA",GA,2022-02-01,942.08
394306,"Albany, GA",GA,2022-03-01,944.08
394306,"Albany, GA",GA,2022-04-01,961.31
394306,"Albany, GA",GA,2022-05-01,973.7
394306,"Albany, GA",GA,2022-06-01,987.45
394306,"Albany, GA",GA,2022-07-01,986.77
394306,"Albany, GA",GA,2022-08-01,992.09
394306,"Albany, GA",GA,2022-09-01,996.74
394306,"Albany, GA",GA,2022-10-01,1003.66
394306,"Albany, GA",GA,2022-11-01,997.1
394306,"Albany, GA",GA,2022-12-01,986.83
394306,"Albany, GA",GA,2023-01-01,983.51
394306,"Albany, GA",GA,2023-02-01,980.31
394306,"Albany, GA",GA,2023-03-01,994.18
394306,"Albany, GA",GA,2023-04-01,1007.39
394306,"Albany, GA",GA,2023-05-01,1017.01
394306,"Albany, GA",GA,2023-06-01,1024.33
394306,"Albany, GA",GA,2023-07-01,1014.76
